Terra Task Name	Variable	Type	Description	Default Value	Terra Status	Workflow	Classification
theiaprok_ont	run_id	String	Will be used in the "run_id" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_ONT	general
theiaprok_ont	seq_method	String	The sequencing methodology used to generate the input read data; for TheiaProk workflows, this input will be used in the "seq_id" column in any taxon-specific tables created in the Export Taxon Tables task	ONT	Optional	TheiaProk_ONT	general
theiaprok_ont	skip_mash	Boolean	If true, skips estimation of genome size and coverage using mash in read screening steps. As a result, providing true also prevents screening using these parameters.	TRUE	Optional	TheiaProk_ONT	general
theiaprok_ont	skip_screen	Boolean	Set to True to skip the read screening prior to analysis	FALSE	Optional	TheiaProk_ONT	general
theiaprok_ont	taxon_tables	File	File indicating data table names to copy samples of a particular taxon to		Optional	TheiaProk_ONT	general
theiaprok_ont	terra_project	String	The name of the Terra Project where you want the taxon tables written to	NA	Optional	TheiaProk_ONT	general
theiaprok_ont	terra_workspace	String	The name of the Terra Workspace where you want the taxon tables written to	NA	Optional	TheiaProk_ONT	general
theiaprok_ont	zip	String	Will be used in the "zip" column in any taxon-specific tables created in the Export Taxon Tables task		Optional	TheiaProk_ONT	general
theiavalidate	column_translation_tsv	File	If the user wants to link two columns of different names, they may supply a TSV file that provides a "column translation" between the two files (see the section below this table).		Optional	TheiaValidate	general
theiavalidate	terra_project2_name	String	If the table2_name is located in a different Terra project, indicate it here. Otherwise, the workflow will look for table2_name in the Terra project indicated in terra_project1_name.	value for terra_project1_name	Optional	TheiaValidate	general
theiavalidate	terra_workspace2_name	String	If the table2_name is located in a different Terra workspace, indicate it here. Otherwise, the workflow will look for table2_name in the Terra workspace indicated in terra_workspace1_name.	value for terra_workspace1_name	Optional	TheiaValidate	general
theiavalidate	validation_criteria_tsv	File	If the user wants to specify a different comparison than the default exact string match, they may supply a TSV file that indicates the different options (see the section below this table).		Optional	TheiaValidate	general
theiaviral_illumina_pe	call_metaviralspades	Boolean	True/False to call assembly with MetaviralSPAdes and use Megahit as fallback	TRUE	Optional	TheiaViral_Illumina_PE	general
theiaviral_illumina_pe	extract_unclassified	Boolean	True/False that determines if unclassified reads should be extracted and combined with the taxon specific extracted reads	TRUE	Optional	TheiaViral_Illumina_PE	general
theiaviral_illumina_pe	genome_length	Int	Expected genome length of taxon of interest		Optional	TheiaViral_Illumina_PE	general
theiaviral_illumina_pe	host	String	Host taxon/accession to dehost reads, if provided		Optional	TheiaViral_Illumina_PE	general
theiaviral_illumina_pe	kraken_db	File	Kraken2 database file	gs://theiagen-public-resources-rp/reference_data/databases/kraken2/kraken2_humanGRCh38_viralRefSeq_20240828.tar.gz	Optional	TheiaViral_Illumina_PE	database
theiaviral_illumina_pe	min_allele_freq	Float	Minimum allele frequency required for a variant to populate the consensus sequence	0.6	Optional	TheiaViral_Illumina_PE	general
theiaviral_illumina_pe	min_depth	Int	Minimum read depth required for a variant to populate the consensus sequence	10	Optional	TheiaViral_Illumina_PE	general
theiaviral_illumina_pe	min_map_quality	Int	Minimum mapping quality required for read alignments	20	Optional	TheiaViral_Illumina_PE	general
theiaviral_illumina_pe	read_extraction_rank	String	Taxonomic rank to use for read extraction - limits taxons to only those within the specified ranks.	family	Optional	TheiaViral_Illumina_PE	general
theiaviral_illumina_pe	reference_fasta	File	Reference genome in FASTA format		Optional	TheiaViral_Illumina_PE	general
theiaviral_illumina_pe	skip_rasusa	Boolean	True/False to skip read subsampling with Rasusa	TRUE	Optional	TheiaViral_Illumina_PE	general
theiaviral_illumina_pe	skip_screen	Boolean	True/False to skip read screening check prior to analysis	FALSE	Optional	TheiaViral_Illumina_PE	general
theiaviral_ont	call_porechop	Boolean	True/False to trim adapters with porechop	FALSE	Optional	TheiaViral_ONT	general
theiaviral_ont	call_raven	Boolean	True/False to call assembly with Raven and use Flye as fallback	TRUE	Optional	TheiaViral_ONT	general
theiaviral_ont	extract_unclassified	Boolean	True/False that determines if unclassified reads should be extracted and combined with the taxon specific extracted reads	TRUE	Optional	TheiaViral_ONT	general
theiaviral_ont	genome_length	Int	Expected genome length of taxon of interest		Optional	TheiaViral_ONT	general
theiaviral_ont	host	String	Host taxon/accession to dehost reads, if provided		Optional	TheiaViral_ONT	general
theiaviral_ont	min_allele_freq	Float	Minimum allele frequency required for a variant to populate the consensus sequence	0.6	Optional	TheiaViral_ONT	general
theiaviral_ont	min_depth	Int	Minimum read depth required for a variant to populate the consensus sequence	10	Optional	TheiaViral_ONT	general
theiaviral_ont	min_map_quality	Int	Minimum mapping quality required for read alignments	20	Optional	TheiaViral_ONT	general
theiaviral_ont	read_extraction_rank	String	Taxonomic rank to use for read extraction - limits taxons to only those within the specified ranks.	family	Optional	TheiaViral_ONT	general
theiaviral_ont	reference_fasta	File	Reference genome in FASTA format		Optional	TheiaViral_ONT	general
theiaviral_ont	skip_rasusa	Boolean	True/False to skip read subsampling with Rasusa	TRUE	Optional	TheiaViral_ONT	general
theiaviral_ont	skip_screen	Boolean	True/False to skip read screening check prior to analysis	FALSE	Optional	TheiaViral_ONT	general
transfer_files	cpu	Int	Number of CPUs to allocate to the task	1	Optional	Freyja_Update	runtime
transfer_files	disk_size	Int	Amount of storage (in GB) to allocate to the task	25	Optional	Freyja_Update	runtime
transfer_files	docker	String	Docker image to use for the task	us-docker.pkg.dev/general-theiagen/cloudsdktool/google-cloud-cli:427.0.0-alpine	Optional	Freyja_Update	docker
transfer_files	memory	Int	Amount of memory (in GB) to allocate to the task	2	Optional	Freyja_Update	runtime
transfer_files	cpu	Int	Number of CPUs to allocate to the task	4	Optional	Transfer_Column_Content	runtime
transfer_files	disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	Transfer_Column_Content	runtime
transfer_files	docker_image	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/cloudsdktool/google-cloud-cli:427.0.0-alpine	Optional	Transfer_Column_Content	docker
transfer_files	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	8	Optional	Transfer_Column_Content	runtime
trim_genbank_fastas	cpu	Int	Number of CPUs to allocate to the task	1	Optional	Mercury_Prep_N_Batch	runtime
trim_genbank_fastas	disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	Mercury_Prep_N_Batch	runtime
trim_genbank_fastas	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/staphb/vadr:1.3	Optional	Mercury_Prep_N_Batch	docker
trim_genbank_fastas	max_length	Int	Only for "sars-cov-2" submissions; the maximum genome length for trimming terminal ambiguous nucleotides. If your sample's genome is higher than this value, the workflow will error/fail.	30000	Optional	Mercury_Prep_N_Batch	general
trim_genbank_fastas	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	2	Optional	Mercury_Prep_N_Batch	runtime
trim_genbank_fastas	min_length	Int	Only for "sars-cov-2" submissions; the minimum genome length for trimming terminal ambiguous nucleotides. If your sample's genome is lower than this value, the workflow will error/fail.	50	Optional	Mercury_Prep_N_Batch	general
trimmomatic_pe	cpu	Int	Number of CPUs to allocate to the task	4	Optional	TBProfiler_tNGS	runtime
trimmomatic_pe	disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	TBProfiler_tNGS	runtime
trimmomatic_pe	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/staphb/trimmomatic:0.39	Optional	TBProfiler_tNGS	docker
trimmomatic_pe	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	8	Optional	TBProfiler_tNGS	runtime
trimmomatic_pe	trimmomatic_args	String	Additional arguments to pass to trimmomatic. "-phred33" specifies the Phred Q score encoding which is almost always phred33 with modern sequence data.	-phred33	Optional	TBProfiler_tNGS	general
trimmomatic_pe	trimmomatic_min_length	Int	Specifies minimum length of each read after trimming to be kept	75	Optional	TBProfiler_tNGS	general
trimmomatic_pe	trimmomatic_quality_trim_score	Int	The trimming quality score	30	Optional	TBProfiler_tNGS	general
trimmomatic_pe	trimmomatic_window_size	Int	The window size for trimming	4	Optional	TBProfiler_tNGS	general
ts_mlst	cpu	Int	Number of CPUs to allocate to the task	1	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
ts_mlst	disk_size	Int	Amount of storage (in GB) to allocate to the task	50	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
ts_mlst	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/staphb/mlst:2.23.0-2024-12-31	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	docker
ts_mlst	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	2	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	runtime
ts_mlst	min_percent_coverage	Float	Minimum % breadth of coverage to report an MLST allele	10	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	general
ts_mlst	min_percent_identity	Float	Minimum % identity to known MLST gene to report an MLST allele	95	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	general
ts_mlst	minscore	Float	Minimum score <https://github.com/tseemann/mlst#scoring-system> to assign an MLST profile	50	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	general
ts_mlst	nopath	Boolean	true = use mlst --nopath. If set to false, filename paths are not stripped from FILE column in output TSV	TRUE	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	general
ts_mlst	scheme	String	Don’t autodetect the MLST scheme; force this scheme on all inputs (see <https://github.com/tseemann/mlst/blob/master/db/scheme_species_map.tab> for accepted strings)	None	Optional	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE	general
tsv_join	cpu	Int	Number of CPUs to allocate to the task	2	Optional	Augur	runtime
tsv_join	disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	Augur	runtime
tsv_join	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/broadinstitute/viral-core:2.1.33	Optional	Augur	docker
tsv_join	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	7	Optional	Augur	runtime
tsv_join	out_suffix	String	Suffix of merged tsv files	.tsv	Optional	Augur	general
usher	cpu	Int	Number of CPUs to allocate to the task	4	Optional	Usher	runtime
usher	disk_size	Int	Amount of storage (in GB) to allocate to the task	200	Optional	Usher	runtime
usher	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/pathogengenomics/usher:0.6.2	Optional	Usher	docker
usher	memory	Int	Amount of memory/RAM (in GB) to allocate to the task	16	Optional	Usher	runtime
usher	subtree_size	Int	Indicates how many of the closest-related samples you want to show in a subtree; more subtrees are made if there is more sequence diversity in the set of input samples (multiple subtrees are only generated if this workflow is run on the set level).	20	Optional	Usher	general
vadr	cpu	Int	Number of CPUs to allocate to the task	4	Optional	TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, VADR_Update	runtime
vadr	disk_size	Int	Amount of storage (in GB) to allocate to the task	100	Optional	TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, VADR_Update	runtime
vadr	docker	String	The Docker container to use for the task	us-docker.pkg.dev/general-theiagen/staphb/vadr:1.6.4	Optional	TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, VADR_Update	docker
vadr	min_length	Int	Minimum length subsequence to possibly replace Ns for the fasta-trim-terminal-ambigs.pl VADR script	50	Optional	TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, VADR_Update	general
vadr_update	organism	String	Target organism for VADR	sars-cov-2	Optional	VADR_Update	general
vadr_update	vadr_max_length	Int	Maximum length for the fasta-trim-terminal-ambigs.pl VADR script	30000	Optional	VADR_Update	general
vadr_update	vadr_memory	Int	Amount of memory/RAM (in GB) to allocate to the task	16	Optional	VADR_Update	runtime
